course_id,streng_weak_improv
98402,"The strength of this course is that it gives you time to practice writing, and that's invaluable. Tutor feedback varies significantly, so while some may be helpful, you cannot count on their feedback being at the level of feedback offered by any other Yale writing class. The biggest serious weakness I felt in this class is its lack of discrepancy regarding missed themes and extensions. In this class, late work = missed work. Beyond the allotted 5 skips and 3 late themes, you need a Dean's Extension for late work. This means that when life gets in the way, you need to think about whether your problem can be validated by a Dean within 24 hours to meet the deadline. For every theme you hand in late, you lose a third of the final grade for the class. Perhaps the allotted skips and late themes are designed for you to save for the whole semester until a disaster arises, although no one plans for that to happen and I don't feel that this was how they were advertised. When I became ill, a Dean's Extension didn't cover the entire time I was sick; in my case, while unwell, I grinded out the themes so that my grade wouldn't tank over the course of a single week. Because of the daily deadlines, after a semester of handing in themes, it would only take a week of illness to go from an A to a C+. In any other class, I'd be able to talk to my TF and work out a suitable schedule."
98402,"The biggest strength of the course is the writing tutors. If placed with a writing tutor that is a good match, the class can have a disproportionately large impact on your broader academic experience at Yale along with making the class enjoyable"
98402,Classes could focus more on content that isn't just on the handouts. Strengths are certainly the tutors which get to know each student individually and can provide very good critiques.
98402,"Strengths: I liked most of the prompts, I like that it's a consistent amount of work, most of the guest lectures were cool. Weaknesses: The lectures could ramble a lot and were sometimes hard to connect to the actual practice of writing. But they were generally good."
98402,"not many improvements necessary!  Strengths would be the overall format of the course-- I loved that it wasn't a traditional structure, I felt like I learned a lot from taking a class that's so interactive/incorporated in every day life, without the stress of exams!"
98402,"Strengths: You get to meet one-on-one every week with a writing tutor, who can encourage you when they recognize places where you have improved. You get to put 11*5*300 ~ 15 thousand words of your thoughts into a built-up collection. Your writing and thinking ability will probably improve because it truly becomes a routine. Weakness: your routine might be writing your themes at 3 am, 5 times a week."
98402,"Harriet Bergmann, my tutor for this course, was an absolute bright spot. This year, the course was incredibly technical, taking the joy out of the practice of writing every day. I found myself trying to fit the theme restrictions rather than writing for the sake of enjoying my writing. This is not to suggest that there can't be technical instruction in daily themes there should be but rather that the instructions were unclear and the weeks were repetitive in their prompts. Prof Ehrgood spent too long each class reading out the X themes and some of the excerpts rather than explaining why these things might fit what we're trying to achieve or what makes it a good literary device, for example."
98402,"The structure of the course is really good in theory. My main suggestion would be trying to adjust the way tutors are assigned. I appreciate that they were random -- I think the random assignments helped it feel less competitive and intimidating. However, my tutor and I were so different in terms of our interests, writing styles, and personalities that it made working together difficult, and I unfortunately did not get much out of the meetings. I know other students had really good experiences with my tutor, and I know of other tutors who I think I would have gotten along much better with. I wonder if there could be a system where students indicate certain genres or subjects they especially like to write, or even certain writers they particularly like. Then maybe tutors could indicate generally what genres or subjects they'd particularly like to teach. Even if the tutors could just request a few subjects they don't like teaching, it would help avoid situations like the one my tutor and I were in (where my favorite subject to write about was one of his least favorite to read). I'm sure it must be really difficult to assign tutors in a way that is fair and non-competitive, and I appreciate the benefit of being taught by a reader very different from your usual readers, but I think it would help a lot of students if there were a way to assign the tutors just a bit more deliberately, or at least to try to avoid particularly opposing pairings."
98438,Strength: the course format and structure and TAs were great. Weakness: Sometimes lectures were a bit disorganized or hard to follow.
98438,"Material in lecture was often covered quite quickly, but I found it easy to go back to lecture slides and catch up on things I missed because lecture materials were easily accessible. A huge strength of the course was the TAs, who were always willing to help out and answer questions."
98438,"Strengths: great TAs and helpful sections, interesting subject material, weaknesses: SO much material for each class that we would struggle to get through it all"
98438,"Great lecturer, superb teaching assistants. This is a great course!"
98438,The course manages to cover information in depth while also covering a wide range of information. No weaknesses!
98438,"Pretty low impact work-load wise. I felt that the lectures weren't the most useful, but I really enjoyed the sections."
98438,Lectures were very comprehensive and sections were very helpful in tying together the readings with the lectures.
98438,"The lectures moved very quickly and gave a lot of information, which was interesting. I did not mind the extra information, but I would have liked for the lectures to be more streamlined. The lectures often ran over time as well. The discussion sections were a highlight because the TAs explain everything well, but most students did not talk. And I really liked that I learned something new in every class and discussion section."
98438,"I thought lecture were interesting but had way too much information in the slides, so the professor would frequently go over time or have to skip slides. However, Professor Mares' passion and expertise shines through it all and I was glad that she taught this course. Overall, though, I think the TFs were the best part of this class. They were incredibly helpful in summarizing the readings and helping us engage with their arguments, which I found incredibly fascinating!"
98438,Great readings and section! Lot of material.
98438,"The first half of the course is very interesting, but the second half is a little scattered. I think the first half of the course could be dragged out across the entire semester, as there is too much content in it right now."
98438,"Well organized. Biggest strength was Alexander Trubowitz. If you have the choice, please take the class with him as the TAone of the best TAs Ive had at Yale."
98438,"Strengths: The discussion section was useful and added much to the experience. The material is really useful, and the readings are selected carefully. Weakness: only big weakness I can think of is the syllabus - the expectations were not set clearly ahead of time, and the syllabus is incomplete and lacks details about the technical side of the class."
98438,"I really enjoyed the content that this course offered, and there was a ton of interesting information in the lectures. That said, at times the pace of the lectures felt a little rushed to the point where we would sometimes skip over slides or only stay on them for a few seconds, which made them harder to follow. I also learned a lot from the readings, but some were a little overly technical given that the course didn't focus much on methodologies or statistical techniques."
98438,"The class was early in the morning, so recorded lectures would have been helpful."
98438,"The strengths are the content and the TFs. Although I had my doubts at first, once I finally got to learning the material I found it was pretty applicable and sensible, fun to learn. TFs were incredible. Weaknesses are lectures. Very dull."
98438,Amazing sections
98438,the presentation of information was disorganized. it was a shame because the content was very interesting
98438,"Strengths: very clear guidance for exams, interesting lectures  Weaknesses: Professor Mares' presenting style was occasionally difficult to follow during the lectures"
98438,Very well organized
98438,"The strengths of this course were definitely the discussion sections and the teaching fellows. They were super approachable, knowledgeable, and helpful to make sense of content that was sometimes confusing the first go around in lecture. A weakness was that the lectures were super dense and Professor Mares went through the many text-rich slides very rapidly with few asides. This made it difficult to stay fully engaged and understand what was the most important information from each lecture."
98438,Readings are too long- unmanageable so no one ends up doing them at all
98438,"Strengths: appropriate workload of weekly readings, Isabela is so kind and really knowledgeable. Great TAs. Lots of help for exams. Weaknesses: The lectures could have the key points bolded and takeaways repeated a few times, I think there was a lot of good detail in them but I would easily lose track of the main threads / theses of the presentations. This is a small thing but it could help a bit !"
98438,"Strengths: The course was structured brilliantly to facilitate the goals of the course. If you were able to go to all the lectures, you would first cover general principles, then look at the applications of those principles to case studies, then compare the case studies and look at outlier examples. It was amazing how everything in a very diverse set of course material tied together so well. Huge credit was down to the TAs (more below), who was arguably the best teaching fellow I have had the pleasure of learning under during my time at Yale. Improvements: I do think at times there was a lot of following with the course slides, which while useful for studying, meant that we never had enough time to cover all the material in the slides and would have to skip over the last few slides or go over lesson time. Additionally, I do think there was a lot of unnecessary detail not a problem in terms of enrichment, but it wouldve been great to have a clearer idea of what the core topics were (rather than finding out in preparation for an exam)."
98438,Very fast paced lectures and to me the content wasnt the most exciting thing.
98438,"Strengths: good prof, TAs were fantastic, interesting content Weaknesses: sometimes lecture slides felt a bit disorganized"
98457,"I strongly enjoyed this course and thought the blend of material was fantastic. I thought the problem sets were representative of the material covered in lecture. One comment was the midterm was a time crunch and everyone was struggling to finish it, I would have preferred more time and even not getting open notes as I felt I understood all of the material but didn't have time to demonstrate all of my knowledge. Overall it was a great course and was taught very well!"
98457,Strengths: well taught and coordinated  Weaknesses: N/A
98457,"The course was super well organized, lectures were engaging and covered the required content, and plenty of office hours were available. Exams were really stressful due to the time pressure even if you knew the content, but other than that I really enjoyed the course."
98457,"I think the low workload and the open everything exams are a major strength. It helped me focus on the important things about the course and, more particularly, on the things I personally found interesting. Prof. Oristaglio is always extremely helpful."
98457,"The grade distribution of this class is awesome. So many stem classes at Yale are SO exam heavy, so it is nice to have a class where that is deemphasized. Also psets being bi-weekly is a big plus in my opinion. The time constraint of the midterm felt like a weakness, but it is understandable given exams are open book, open note without some cap you could brute-force your way towards anything."
98457,"I really liked the optional asynchronous format and I think it was done better than most other classes were during covid. I think the material struck a good balance of breadth and depth, and even the random technical sidebars felt pretty relevant to understanding the topics at hand."
98457,Strengths: Lectures were pretty interesting. They were also all recorded and Zoom attendance was not penalized. Office hours were very helpful. P-sets were relevant and doable; exams were more challenging but not insanely so. Weaknesses: Sometimes the survey of existing energy projects for every energy type felt a little too exhaustive/not particularly helpful for student understanding.
98457,"Strengths: Course materials (including slides) are amazing, with clear thought and care put into them (formatting, content, clarity, visuals, etc.). Topics covered are comprehensive of renewable energy, and both qualitative/quantitative aspects mesh well together (not exceedingly difficult and easily grasped by anyone with some math and basic physics background). All logistics aspects of the course are extremely generous (maybe too generous, but cant complain): incentive-based attendance policy, grace period on all problem sets, and flexible/online exam times w/ open notes. Professor Oristaglio is an amazing educator, and he makes great effort to structure the course in a way thats conducive to student learning and success, better than just about any other course at Yale.  Weaknesses: Some lectures are jam-packed with information. Both the midterm and final exam are not too rigorous in content but difficult to complete in the allotted time. Flexibility can lead to need for students to put in extra effort to stay on top of things (easy to fall behind)."
98457,"The workload is very low (1 pset every 2 weeks), but the exams are challenging. Oristaglio does not teach the quantitative content that is examined and instead expects students to look over example quantitative problems in the slides in their own time. He could do a better job of teaching the content that will be examined instead if rushing through slideshows that contain way too much content for one lecture."
98457,"The workload of this class is really light, but I think there are easier science classes to take (if youre not interested in renewable energy). Especially if you dont have a good background in physics, I could see this class being pretty challenging conceptually."
98457,"Strengths: pset every two weeks Weaknesses: prof is a really nice person and super available to help students, however he tends to be quite boring. he explains too many physics concepts all in one lecture without delving deep into any of them. Id rather have learned fewer concepts but understanding them better. There was not much practice material for the exams and OH were rare and at unconvenient times"
98457,interesting but very science heavy. connecting it back to the real world consequences would be helpful perhaps with engagement!
98457,More interactive lectures but super informative and great course overall
98457,"The presentations arent great, and the assessments are extremely difficult"
98457,"Strengths: Professor Oristaglio is an amazing lecturer! He offers frequent office hours and field trips, which are definitely the highlights of this course! The exams are very low-stress since they are all open book and internet.   Weakness: the first unit can be especially daunting for students who havent taken a proper physics class before (the first problem set scared away many of my friends who were enrolled in this class), but the material definitely became more digestible from then on."
98457,Tons of information packed into lectures; I think it could be helpful to make the information more cumulative and less scattered.
98457,"Strength: lots of information; Oristaglio is super knowledgeable, very nice, and genuinely interested in making sure people learn about energy; has provisions for online learning; lecture slides are well-organized Weaknesses: there is a lot of information to learn and the midterm can overestimate how much you know and how much time it takes you to answer questions about it"
98457,"I took this class as a semi-gut, and was surprised to find the content very interesting. There's about a 50-50 split between theoretical and statistical information (what countries are trying to break new ground in solar energy, why does india use so much biofuel, what are the sources of greenhouse gas emissions in detail, etc), and the rest is on calculations. The physics part of the class was very boring and poorly taught, but the intuition side was very interesting."
98457,"Strengths: content very well organized, there are always slides and handouts to help you with material  Weaknesses: there are sometimes inconsistencies / lack of clarity with the grading system."
98457,"This course is very interesting lecture wise, but there's a lot that I miss in class that the slides don't cover. The material of this course has a wide breadth but also covers a wide depth, which makes it hard to fully grasp everything. Additionally, for problem sets or exams, sometimes they'll take off points because you didn't mention something that they wanted to see, even if they didn't ask for the detail correctly."
98457,"This class is a smattering of a ton of different topics in energy - economics, science, engineering, etc. sometimes its quite unsatisfying to be just scratching the surface of each of them, but its also cool to get to discuss so many things."
98457,"Strengths: Professor Oristaglio was extremely engaged in the class--field trips, lots of office hours, etc. Interesting lectures. Slides were very helpful to study. Problem sets very helpful to study. Very clear presentation of material. Quick grading of problem sets. Weaknesses: We did spend a lot of time reading of of slides--I think lecturing without the slides, and posting the slides after as study material, would be cool"
98457,"strengths: professor oristaglio was super kind, patient and accommodating. he explained his concepts clearly  weaknesses: guest lecturer could have explained concepts more clearly."
98457,"Well structured, you have a clear idea of what the course is doing, where it's going etc, generally clear about what it wants you to learn (sometimes a little less clear about what will be assessed though this very well good be a pedagogical choice I suspect). Isn't too ambitious but I think is also beginner friendly enough. I think you'll quite quickly realise what you will get out of taking this course within the first few lessons. Psets prepared you reasonably well for the midterms and finals, thought they were well set in terms of difficulty, nice mix of easy, doable and challenging. Do wonder about the grade distribution. Understand there's a conditional curve that's applied to the class. Would be interesting to see what the final distribution for the whole class will be like."
98457,"Flexibility of lectures and exams are strengths, as well as material covered in lectures. No weaknesses"
98457,"Strengths: organized, engaging lecturers, well-supported with lots of office hours, field trips offered but not mandatory Weaknesses: nothing major! some lecturers were rushed and a lot of concepts were thrown at students quickly, but overall not bad"
98457,"The lectures for the course were quite good, although they sometimes felt a little bit long. One definite strength was the field trips, which were a lot of fun and very informative."
98457,Very thorough course covering both the equations and policies of renewables.
98457,The midterm and final were unnecessarily time crunched in such a way that the exams felt like they were testing how fast you could do math rather than your acknowledge if the content. The PSETS were very fair though and with office hours help can boost your grade
98457,Nice professor. Straight forward PSETs and tests.
98475,Fantastic lectures
98475,"The lectures were incredible, easily some of my favorite during my time at Yale. The lecture hall would often be silent for a few seconds after the end of class as we all hurried to complete our handwritten notes. I appreciated that people were all taking notes by hand and not distracted by phones -- it helped me stay focused, and I had to be judicious in what material I could take down. That said, beyond the lectures, I didn't feel like I got a ton out of the class in discussion sections or our exams. It felt like the kind of course where you get out what you put in -- the lectures are a great foundation, but I'm not sure how much I'll actually remember in a few years given how dense many of the readings were. I'd prefer a shorter reading list and a consensus in discussion section that we'd all gotten through the readings. Instead, there were so many assigned readings that our conversations stayed surface-level since so few people had done the same selection."
98475,"The lectures were truly excellent, engaging and informative, and the readings were mostly very good, though towards the end of the class they began to lack variety and become increasingly irrelevant to the content of lectures. The actual graded content of the class was another story; teaching fellows often seemed to have no idea of what role they were expected to play, and could answer few questions, regarding the content or course logistics more generally, unless those answers had already been provided in class. The lack of clarity regarding graded work consistently left students scrambling at the last minute, whether to study content with which they had limited familiarity or to complete assignments whose parameters they had previously misunderstood."
98475,Prof isn't very accessible but the course is extremely well taught and deeply interesting.
98475,Amazing class. Snyder is such a fantastic lecturer. The information was clear and the exams felt very fair. I learned so much and enjoyed going to class.
98475,"super interesting course, lectures were phenomenal, readings supplemented lectures well, discussion section was good"
98475,"I loved the outline and key terms handouts given at the start of each lecture as they were very helpful in knowing what the important points of the lecture were and made the lecture easier to follow, although Professor Snyder is pretty clear as is. Professor Snyder also makes the course incredibly interesting and is so skillful at tying together main themes and events across time. I also liked the country by country organization of the course as it allowed you to really see what struggles the country went through and its ideological development process over time. A weakness of the course is the sheer amount of reading that is assigned on a weekly basis, which was sometimes uneven across weeks. Some weeks had 400+ pages books plus readings from the course packet which seemed kind of unnecessary. Nevertheless, I think you really only need them for the chronology (which will creep up on you) and the discussion sections, although you should also know a handful so you can name drop them in the exams. They do help your understanding of the lecture material, but often times Professor Snyder fills you in a bit enough so you can follow along. One thing that I disliked, although it sounded nice in theory, was having lectures outside. The weather was nice but it was just so uncomfortable to take notes on the floor and it was quite difficult to hear."
98475,Strength is Professor Snyder. no weakness.
98475,Strenghts - Snyder is a phenomenal lecturer. Every class feels like a movie. Weakness - the chronology is a bit of a pain and feels slightly useless. I think I'd prefer writing a paper that challenged some of the ideas I learned and notions more than simply selecting dates and justifying them
98475,"Strengths: Professor Snyders lectures are AMAZING. Theyre jam packed with information, but extremely riveting throughout. Similarly, the course work is doable. There was a midterm and final which were easier than I expected. They arent multiple choice type, so just focus on truly grasping the material.  Weakness: The only one I can think of is too much reading. But, think about it like this you dont have to do all the reading to do well. So, dont let this stop you from taking the course. Do what you can and you should be fine!"
98475,"Snyder's lecture style is incredible--at the end of each class, I often felt a needed to take a moment to reflect on the whirlwind of everything that I'd learned. Given his preeminent status though, he was pretty difficult to get in contact with and did not have much of a chance to build a personal rapport with students (not many office hours)  I liked the chronology assignment, but did not feel that the exam assessment format was the most conducive to understanding the history of this region in the comprehensive way that snyder desired (perhaps essays would be better)"
98475,Snyder lectures without presentations and talks somewhat quietly: the difficulty of following him and absorbing the onslaught of information is the only weakness of the course. Everything else is near perfect.
98475,"Strengths: very good at keeping me engaged, very energic and interesting lectures.  Cons:sometimes hard to hear"
98475,"Strengths: - Professor Synder's lectures were incredible. He does such a good job of covering the material in an interesting way.  - The guest lecturers were amazing as well. I particularly enjoyed the two lectures that Professor Shore covered. - The material itself is incredibly important. It can be difficult to create a course for a survey class when the subject matter is so broad, but I think that the syllabus was well-curated to gain a good understanding of the entire region.   Weaknesses: - The readings for certain periods were quite dense while other periods felt light. It was hard to keep up with the readings throughout the semester, especially when some lectures asked us to finish entire books.  - Section was incredibly hit or miss. I heard from some other students with a different section leader that they were able to learn a lot from section, but my section was terrible for most of the semester. My section leader left 2/3 of the way through the semester, and even the first 2/3 that she was there for, she gave very little valuable input. We had to rely on ourselves to talk about important dates and events, and she never corrected us even if we said misleading information."
98475,"Strengths: all the readings are selected carefully and are really important (please do them!); overall, the material is extremely interesting and important, especially for any humanities/social science major. Professor Snyder is my best lecturer so far - when he talks, you can't stop listening. Weaknesses: technology:// PDF reading packet had all the readings without any numeration, making it hard to look for readings every time. Also, I personally lacked writing papers, which I think could add a lot to the experience. There is one big final assignment (chronology) - please start writing it as early as possible!! Trust me.  Workload is also really high - not necessarily a weakness, but be aware of it."
98475,"Lectures, readings, assignments were all strengths. No weakness."
98475,"Strengths: extremely relevant topic, very knowledgable professor, topics and ideas that matter for other parts of the world (democracy, freedom of speech, autarky, socialism, foreign policy, etc), interesting lectures. Weaknesses: the reading can be a little overwhelming - but don't look at it as an ""either/or"" kind of thing; you gain a lot from doing the readings even if you do 70% instead of 100% (and the lectures really are more engaging if you come in prepared) so don't give up. Also, not a weakness in my eyes, but less focus on Russia than I would've thought."
98475,"Strengths: Snyder is a brilliant lecturer, by far the best set of survey lectures I had at Yale. There are also handouts given out every lecture outlining the day's material, which are great resources for note-taking + studying for exams.   Weaknesses: Not a weakness, but this is a survey course covering 100 years of history in a major region of the world, so the bigger picture is usually emphasized over going into depth in any one particular area."
98475,Strengths: Prof. Snyder is an incredible lecturer and the readings were quite interesting. Weaknesses: the exams were poorly structured and required lots of memorization.
98475,Timothy Snyder is an amazing lecturer.  Way too much reading that is often unenforceable
98475,Amazing course. No faults
98475,Strengths are Snyders lectures and also the TFs  The weaknesses are thst sometimes the chronology and readings seem like busy work
98475,"strengths: engaging, relevant, thought-provoking, challenging, interesting weaknesses: n/a"
98475,"The strength of this class is definitely in Professor Snyder--he does a great job of explaining some of the most important events that shape Eastern Europe throughout the last 100 years, and his lectures are always interesting to listen to. Sections are a bit dull overall though."
98475,The lectures are great but the readings are quite long. The course organization wasn't great at the beginning but it got better as the course progressed. It would be good if some of the most important readings were highlighted. Exams are fair and the final chronology is interesting.
98475,The strengths are the professor! The weakness is the amount of reading that is expected of the student.
98475,"I though the TAs were a little disconnected from the professor and each other, with different grading policies occasionally"
98475,"There are paper handouts given before each lecture that have key terms, events, and people, which was useful when studying for exams. However, often times not all of these terms would come up during lecture. Additionally, to people who are not familiar with these Eastern European languages, these names when spoken out loud can be pretty confusing. I think that simply repeating each name slowly a second time would really help some students like myself get it down and find it in the paper handouts."
98475,"The course was well-taught and had insightful texts well worth the read, but not a lot of challenging assignments (would have liked an essay or two) and a little too much focus on memorizing dates and people."
98475,Good
98475,"Strengths: Prof. Snyder is an incredible lecturer, and he simply feeds you a narrative in a beautiful way that makes lectures fly by. The first half of the course in particular helped me think about this period I thought I was familiar with in a new way.  Weaknesses: the timeline assignment at the end of the semester felt really unnecessary. Some of the readings are unnecessarily dense and don't get discussed in lecture. The second half of the course was not very well organized."
98475,"Engaging material, interesting lectures, great professor. Could improve: more specificity on what exam will be beforehand."
98475,Strengths - very interesting lectures and material Weaknesses - syllabus very unclear
98475,Professor Snyder is an INCREDIBLE lecturer
98475,"Professor Snyder's lectures are engaging. However, it can be difficult to hear him if you are not near the front of the lecture hall or someone is talking nearby. If he had a better microphone, this issue would be fixed."
98475,"I loved this class. Professor Snyder is an incredible lecturer, super organized and compelling to listen to. The exams were scary to study for, but were a great opportunity to showcase what we had learned and never ended up being too challenging (maybe they were slightly too long for a 50 minute time slot). There was a LOT of reading for this class, and I thought it was a little impossible to actually complete it all, but I never felt that any of it was busy work, which I appreciated."
98475,"Strengths: This course is great for anyone wanting to learn more about Eastern Europe's modern history or to expand their knowledge. Background knowledge can be helpful but not necessary. The lectures are great and discussion sections are usually helpful in reviewing content.   Weaknesses: There are a lot of readings, which aren't necessary for tests but are necessary for the final chronology. It's recommended to start the chronology early because it's a very long assignment."
98475,"Strengths: Great professor, engaging and interesting lectures, and assignments that apply knowledge Weaknesses: Unmanageable reading load"
98475,"The course material is fascinating, and the subjects described are important to the region. Everything we learned felt important in one way or another. Guest lectures were especially strong, and hearing different perspectives was valuable. The workload in terms of reading, however, felt very high for an introductory course."
98475,"Strengths: prof snyders lectures are just phenomenal. The subject matter is fascinating. Weaknesses: too much reading - disincentivizes doing any or much of it. Also prof Snyder - though one of the best lecturers I have had - should give some more advanced thought about lecture organization and signposting. Even with the outlines, it was sometimes difficult to follow the flow of the lecture."
98475,"Professor Snyder delivers his lectures in a terse and fluent manner. I am often shocked by the amount of historical detail he covers in a 50 minute lecture when I look at my notes. His readings are pretty interesting as well.  I hoped for more readings on the Soviet Union in the post-Stalin era. What were the circumstances in which Kruschchev, Brehznev, and Gorbachev rose to power?"
98475,I feel that the teacher knows the material well but for someone just jumping into the subject there's not really a way to be eased in without some prior knowledge.
98475,"Professor Snyder is an excellent lecturer, as is Professor Shore, who gave a couple lectures throughout the class. The readings are interesting, but there is quite a lot of it. Almost every aspect of the class is excellent with just one glaring weakness. Having the readings on that one pdf is incredibly inconvenient, and I certainly would have done a larger proportion of the reading if it had been easier to access. Every other class I have taken at Yale has had the readings organized on Canvas and broken down by week. As if it weren't frustrating enough to have to scroll to the exact spot in the packet, the readings are sometimes out of order or don't match the syllabus--it's at least one year out of date. Surely it's worth the effort for somebody to break the reading into separate files and organize them by week on Canvas compared to the time spent by every single student in the class to have to look through the giant packet to find the correct reading every time."
98475,Excessive amount of reading. TA giving different deadlines for course projects creating a unfair environment
98499,"I loved the readings. This is the only class that I've ever done all of the readings for in my entire Yale career. The lectures complement the reading well, and I enjoyed sections. The papers were fun to write and there were lots of options to choose from."
98499,"really interesting class, even though i am a stem major"
98499,"Strengths: Professor Freedman knows a lot about food. I also appreciated the freedom and flexibility given with the papers, which allowed students to follow their interests. Guest lecturers were super interesting and diverse, and really added to the course.  Weaknesses: I feel like a class called ""History of Food"" could have been a lot more interesting. Lectures are optional, which sometimes makes it hard to feel like what you're learning in class is important at all."
98499,Information was interesting and easy to understand.
98499,Very laid back course which also teaches you a lot about a topic not normally discussed within the classroom.
98499,"Strengths - very interesting material, Freedman is fantastic lecturer, interesting material, relevant, useful, papers are fun to write. Weaknesses - while my TF was great, sometimes it felt like there was nothing to do in section and it was busy work for everyone just to ""check that box"""
98499,"A strength is the wide range of topics that are covered, including societal issues and environmental ones. A weakness is that the lecture slides aren't detailed and they mainly show images without a caption, which makes it difficult to use the lecture slides when studying for exams."
98499,Great class
98499,It is hard to emcompass the food history of entire countries and I found it difficult to follow that portion of the class.
98499,"Strengths: interesting lectures, not a lot of reading required Weaknesses: none"
98499,"strengths: Prof. Freedman is an amazing lecturer and the class is interesting if you are interested in food. We also had very good guest lecturers that discussed interesting topics. The TFs are also a great source for writing the papers. Weeknesses: the class can sometimes be boring, specially at the start of the semester."
98499,None
98499,"No weaknesses. Well organized with a manageable workload. Both the teaching fellows at Prof. Freedman, himself, seemed pretty approachable. Lectures were engaging as were section."
98499,Interesting class and did not require background knowledge to follow along and stay connected with the class.
98499,"Super interesting course material and really fun discussion sections! Loved the format of the papers, and the exams were reasonable easy.  The lectures were good but I think the slides could have been a tad more engaging, although Prof. Freedman is a great speaker. Have to be honest, I didn't do any of the readings, though, and I don't think I missed much."
98499,"Very good, interesting lectures. Professor Freedman clearly cares about the topic and he is a very good lecturer. I wish some of the notes would be posted online, but in general, I really enjoyed the course."
98499,I enjoyed Professor Freedman's style of lecture and thought the information presented was most interesting.
98499,"Professor Freedman is a very engaging lecturer and I appreciated the selection of topics. I also found the TAs to be wonderful in this class, and the ability to virtually attend lecture was extremely helpful during busy times.   As far as weaknesses, it is overall a very strong course. I think having structured materials would be useful for studying purposes, as the slides are mostly images, so it can be hard to keep track of what to study from each section. Maybe just a midterm and final sheet of big topics to focus on would be good, I felt a bit lost studying so I just tried to reread everything, which was probably not the most efficient use of time."
98499,"The strengths of the course are Professor Freedman's lecturing style as well as the breadth of food topics that we covered (different cuisines, restaurants, and its relation to religion, race, class, gender, etc.)it felt really comprehensive. The weaknesses of this course are perhaps the ambiguity in grading and maybe the presentation slides could have had more information on them to make it easier to follow."
98499,"I think this is a fine course for getting an introduction to the material, and there arent a ton of food specific classes at yale so i think this is a good start. I think some topics were more engaging than others and since we moved from one to the next so quickly sometimes it didnt feel like much more than surface level info was sticking. I think this class did the best for what it is, but sometimes it was sad that our section discussions were pretty surface level and not engaging, but yet section was mandatory every week. I also thought some of the guest speakers werent that interesting."
98499,"This is a fun course that also taught me quite a bit about food in the United States over the past century. The course does cover food around the world at a very basic level. More depth about the history of food outside the US would be ideal, though covering that content in greater detail might be difficult given the semester time constraint."
98499,"The large lecture format with smaller discussion sections worked for this course, and the recorded lectures allowed for me to stay connected with this course despite having trouble making it to class."
98499,"Strengths: Prof. Freedman is a gem. An old-school professor whose lectures are filled with humor and self-awareness. Great lecturer, you can tell he's practiced a lot which makes for a very fluid delivery of information. Take a chance to meet with him outside of class, he is a pleasure to speak with and he has real interest in students' thoughts on matters related to and unrelated to this course's material  weaknesses: none"
98499,Only complaint would be the lectures could be a little boring sometimes
98499,"The class is well structured, covers a lot of topics with a good level of detail and is quite relaxed, and friendly to non-history students."
98499,It would be better if the lectures were more organized. Some texts on PowerPoints would help instead of having images only.
98499,"Strengths: Clear reading, great professor, interesting guest lecturers, fun section"
98499,strengths - I liked Professor Freedman's teaching style and also enjoyed having occasional guest lecturers. I also liked the way the course was organized by region and year and how it took us through decades of historical landmarks that contributed to why food is preferred in some places and how spices/etc got to others. weakness - I would have liked more notes on the PowerPoint slides other than pictures and thought the class could have been more engaging in the historical sense of detailing more about specific cultures instead of only spending one class on each region
98499,"More clear instructions on reading materials, it was sometimes hard to find the articles. More clear what was expected of us through the readings."
98499,Strengths: the course is very engaging and the content is super cool. Weaknesses: none
98499,It spends way too long talking about race & individual food items I think the food reform movements & the spice trade were the best parts of the class and I wouldve loved to have spent more time on them.
98499,Lecture is very engaging and interesting. Section was also very well lead.
98499,"Strengths of this course is that Professor Freedman is a good and engaging lecturer. The course is also well structured, but I wish we could've gone more in depth of each topic."
98499,I think the lectures were really interesting and the guest lectures really kept me engaged throughout the semester.
98499,Awesome professor and good outline  Sections should maybe have more guided questions
98499,"The big lecture format stifled the potential of this course. The lecture hall is also so big. It is usually only about 20% full.  Professor Freedman, however, is a great lecturer. I have immense respect for him because he is an expert of Medieval history but nonetheless is so knowledgeable about food history."
98499,Lectures are slightly disengaging/boring. Could be revamped to engage the students more.
98499,This course was very interesting although at times the lecture felt a bit long.
98499,"i really liked the lectures, professor freedman is very knowledgeable and a great lecturer"
98499,The recorded lectures help for classes that have to be missed. Professor Freedman is an incredible lecturer.
98499,Really good content and I actually appreciated writing the essays - were very helpful to dive into the material.
98499,"Strengths: Provides a very broad overview of all of food history before focusing on Modern America. I really enjoyed the open-endedness of the essay prompts because I was able to write very interesting pieces I wouldn't get the chance to write in other courses.  Weaknesses: I think this course should be broken into multiple courses. There is simply too much history here for it to be one course. I would love to see ""History of Restaurants"" for example. I want to dive more deeply into the course material, but the lens of this course is simply too broad to facilitate this."
